"Kerncijfers wijken en buurten 2014"
"Onderwerpen";"Regioaanduiding";"Energie";"Energie";"Energie";"Energie";"Energie";"Energie";"Energie";"Energie"
"Onderwerpen";"Codering";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik"
"Onderwerpen";"Codering";"Gemiddeld elektriciteitsverbruik totaal";"Naar woningtype";"Naar woningtype";"Naar woningtype";"Naar woningtype";"Naar woningtype";"Naar eigendom";"Naar eigendom"
"Onderwerpen";"Codering";"Gemiddeld elektriciteitsverbruik totaal";"Appartement";"Tussenwoning";"Hoekwoning";"Twee-onder-één-kap-woning";"Vrijstaande woning";"Huurwoning";"Koopwoning"
"Wijken en buurten";"code";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh"
"Driewegen";"BU06540302";"3350";".";"2950";"2900";"3150";"3550";"2250";"3550"
"Ellewoutsdijk";"BU06540303";"2800";".";"2750";"2200";"2800";"3150";"2350";"3000"
"Verspreide huizen Baarland";"BU06540306";"3850";".";".";".";".";"4000";".";"3900"
"Verspreide huizen Oudelande";"BU06540307";"3750";".";".";".";"3500";"3800";"2800";"3900"
"Verspreide huizen Driewegen";"BU06540308";"3300";".";".";".";".";"3300";".";"3300"
"Verspreide huizen Ellewoutsdijk";"BU06540309";"3700";".";".";".";".";"3700";".";"3700"
"Goes";"GM0664";"2850";"1900";"2850";"2950";"3200";"3900";"2200";"3400"
"Wijk 01 Goes";"WK066401";"2800";"1900";"2850";"2950";"3350";"4500";"2200";"3450"
"Goes-Centrum";"BU06640101";"2350";"2100";"2500";"2550";"3500";"3550";"2050";"2850"
"Goes-Oost";"BU06640102";"2500";"1900";"2600";"2900";"3100";"3400";"2050";"3000"
"Goes-Zuid";"BU06640103";"2300";"1750";"2600";"2750";"2950";"3550";"2000";"3150"
"Goes-West";"BU06640104";"2600";"1850";"2650";"2650";"3200";"4000";"2000";"3100"
"Goes-Noordwest";"BU06640105";"2900";"1900";"3050";"3050";"3250";"3700";"2600";"3300"
"Goes-Noordoost";"BU06640106";"3500";".";"3250";"3400";"3400";"4100";"2550";"3650"
"Industrieterrein De Poel";"BU06640107";"5700";".";".";".";".";"6350";".";"5050"
"Industrieterrein Haven";"BU06640108";"1550";".";"5200";"5950";".";".";"5600";"5200"
"Goese Meer";"BU06640109";"4750";".";".";".";".";"4750";"3900";"4800"
"Overzuid";"BU06640110";"4500";"2600";"4250";"4450";"4200";"5700";"2850";"4700"
"Mannee";"BU06640111";"5350";"1850";"4800";"5000";".";"7150";"2400";"6200"
"Wijk 02 Wilhelminadorp";"WK066402";"3100";".";"2350";"2650";"3400";"3550";"2100";"3400"
"Wilhelminadorp";"BU06640200";"3050";".";"2400";"2500";"3450";"3450";"2100";"3450"
"Verspreide huizen Wilhelminadorp";"BU06640209";"3850";".";".";"3800";".";"5000";".";"3300"
"Wijk 03 Kloetinge";"WK066403";"3050";"1650";"2750";"3100";"3200";"3750";"2200";"3400"
"Kloetinge";"BU06640300";"2900";"1650";"2450";"2900";"3100";"3550";"2050";"3300"
"Oostmolenpark";"BU06640301";"3100";".";"2900";"3300";"3400";"3800";"3000";"3350"
"Verspreide huizen in het Oosten";"BU06640308";"4900";".";".";".";".";"5700";".";"5000"
"Verspreide huizen in het Zuiden";"BU06640309";"3800";".";".";".";".";"3800";".";"4000"
"Wijk 04 Kattendijke";"WK066404";"3150";".";"2950";"3150";"2350";"3700";"2550";"3300"
"Kattendijke";"BU06640400";"2900";".";"2950";"3150";"2100";"3450";"2650";"3000"
"Verspreide huizen Kattendijke";"BU06640409";"3950";".";".";".";"3700";"3950";"2000";"4200"
"Wijk 05 's-Heer-Arendskerke";"WK066405";"3050";"1600";"2750";"2700";"3350";"3400";"2300";"3350"
"'s-Heer-Arendskerke";"BU06640500";"2950";"1600";"2750";"2750";"3350";"3300";"2250";"3300"
"De Schenge";"BU06640501";"3350";".";".";".";"3200";"3450";"2200";"3550"
"Verspreide huizen in het Westen";"BU06640509";"4250";".";".";".";".";"4800";".";"4500"
"Wijk 06 Eindewege";"WK066406";"3350";".";"2700";".";"3250";"3600";"3150";"3400"
"Eindewege";"BU06640600";"3350";".";"2700";".";"3250";"3600";"3150";"3400"
"Wijk 07 's-Heer-Hendrikskinderen";"WK066407";"3350";".";"2950";"2800";"3150";"3800";"2550";"3500"
"'s-Heer-Hendrikskinderen";"BU06640700";"3250";".";"2950";"2800";"3150";"3600";"2500";"3400"
"Verspr.h. ten N. v. 's-Heer-Hendrikskind";"BU06640708";"4900";".";".";".";".";"5550";".";"5000"
"Verspr.h. ten Z. v. 's-Heer-Hendrikskind";"BU06640709";"4050";".";".";".";".";"4050";".";"3750"
"Wijk 08 Wolphaartsdijk";"WK066408";"2700";"1550";"2700";"2650";"2850";"2800";"2100";"2850"
"Wolphaartsdijk";"BU06640800";"2850";"1550";"2650";"2650";"2900";"3500";"2050";"3200"
"Verspreide huizen Wolphaartsdijk";"BU06640809";"2350";".";".";"2300";"2800";"2250";"3200";"2300"
"Wijk 09 Oud-Sabbinge";"WK066409";"3000";".";"3050";"2950";"2400";"3450";"2450";"3100"
"Oud-Sabbinge";"BU06640900";"3000";".";"3050";"2950";"2400";"3450";"2450";"3100"
"West Maas en Waal";"GM0668";"3650";"2100";"3050";"3100";"3750";"4450";"2800";"4100"
"Wijk 01 Alphen";"WK066801";"3850";"1850";"2750";"2600";"3550";"4400";"2850";"4300"
"Kern Alphen";"BU06680100";"3500";".";"2550";"2300";"3350";"4150";"2700";"4100"
"Buitengebied Alphen";"BU06680101";"4300";".";"3400";"3850";"4250";"4600";"3650";"4550"
"Wijk 02 Altforst";"WK066802";"4150";".";".";".";"3000";"4550";"3250";"4350"
"Kern Altforst";"BU06680200";"3950";".";".";".";"2950";"4400";"3000";"4100"
"Buitengebied Altforst";"BU06680201";"4750";".";".";".";".";"4900";".";"4900"
"Wijk 03 Appeltern";"WK066803";"4250";"1950";"3750";"3650";"3800";"4800";"3450";"4550"
"Kern Appeltern";"BU06680300";"3950";"1950";"4000";"3650";"3600";"4700";"3250";"4350"
"Buitengebied Appeltern";"BU06680301";"4850";".";".";".";"5350";"4950";"4800";"4850"
"Wijk 04 Beneden-Leeuwen";"WK066804";"3450";"2100";"3100";"3050";"3900";"4300";"2700";"3900"
"Kern Beneden-Leeuwen";"BU06680400";"3450";"2100";"3100";"3050";"3900";"4250";"2700";"3850"
"Buitengebied Beneden-Leeuwen";"BU06680401";"4700";".";".";".";".";"5050";"4400";"5100"
"Wijk 05 Boven-Leeuwen";"WK066805";"3800";"2300";"2800";"3050";"3700";"4600";"2900";"4250"
"Kern Boven-Leeuwen";"BU06680500";"3650";"2400";"2800";"3100";"3650";"4550";"2850";"4100"
"Buitengebied Boven-Leeuwen";"BU06680501";"4150";"2000";"2800";"2650";"3750";"4700";"3150";"4500"
"Wijk 06 Dreumel";"WK066806";"3650";"2050";"3150";"3350";"3600";"4400";"2700";"4150"
"Kern Dreumel";"BU06680600";"3500";"2000";"3050";"3300";"3550";"4300";"2550";"4050"
"Buitengebied Dreumel";"BU06680601";"4600";".";"4800";".";"4150";"4650";"4750";"4650"
"Wijk 07 Maasbommel";"WK066807";"4050";"3000";"3400";"3500";"3600";"4500";"3100";"4350"
"Kern Maasbommel";"BU06680700";"3650";"3000";"3100";"3300";"3550";"4100";"2900";"4100"
"Buitengebied Maasbommel";"BU06680701";"4700";".";"4050";"4550";"4000";"4850";"4250";"4750"
"Wijk 08 Wamel";"WK066808";"3600";"1850";"2700";"2850";"4000";"4350";"2700";"4050"
"Kern Wamel";"BU06680800";"3450";"1850";"2700";"2850";"3900";"4150";"2600";"3900"
"Buitengebied Wamel";"BU06680801";"5150";".";".";".";"5650";"5100";"6100";"5100"
"Hulst";"GM0677";"2900";"2000";"2550";"2600";"3000";"3500";"2250";"3250"
"Wijk 01 Hulst";"WK067701";"2750";"2000";"2550";"2550";"3000";"3650";"2150";"3250"
"Hulst";"BU06770101";"2200";"1850";"2550";"2300";"1850";"2700";"1850";"2900"
"Linie";"BU06770102";"2800";"950";"2500";"2650";"2800";"3750";"2300";"3100"
"'t Jagertje-Schuddebeurs";"BU06770103";"3650";".";".";".";".";"3600";"2150";"3900"
"Carmel";"BU06770104";"2150";"1900";"1800";"1350";"2800";"3600";"1900";"3400"
"Dullaert";"BU06770105";"2850";"2700";"2450";"2500";"3050";"3350";"2200";"3150"
"Absdaalseweg";"BU06770106";"2900";"2500";"3400";"2550";"2700";"3200";"2700";"2950"
"Hogeweg";"BU06770107";".";".";".";".";".";".";".";"."
"Zoetevaart";"BU06770108";"2800";"2200";"2550";"2600";"3050";"3300";"2300";"3100"
"Groote Kreek";"BU06770109";"3900";"2050";"3350";"3500";"3650";"4400";"3500";"4000"
"Absdale";"BU06770110";"4050";".";".";".";".";"3950";".";"4050"
"Buitengebied Hulst";"BU06770112";"3800";".";".";".";".";"4000";".";"3850"
"Wijk 02 St. Jansteen";"WK067702";"3000";"2200";"2500";"2650";"2900";"3550";"2200";"3250"
"Kern Sint Jansteen";"BU06770213";"2950";"2200";"2500";"2650";"2900";"3550";"2200";"3250"
"Buitengebied Sint Jansteen";"BU06770214";"4250";".";".";".";".";"4250";".";"4250"
"Wijk 03 Clinge";"WK067703";"3050";"1700";"2550";"2750";"2900";"3500";"2400";"3250"
"Kern Clinge";"BU06770315";"3050";"1700";"2550";"2750";"2900";"3500";"2400";"3250"
"Buitengebied Clinge";"BU06770316";"4650";".";".";".";".";".";".";"."
"Wijk 04 Grauw";"WK067704";"2750";".";"2150";"2600";"2550";"3000";"2300";"2850"
"Kern Graauw";"BU06770417";"2650";".";"2250";"2500";"2550";"2900";"2200";"2800"
"Kern Zandberg";"BU06770418";"2800";".";".";".";"2350";"3050";".";"2850"
"Kern Paal";"BU06770419";"2500";".";".";"3100";"2450";"2600";".";"2450"
"Buitengebied Graauw";"BU06770420";"3450";".";".";".";"3200";"3500";".";"3450"
"Wijk 05 Heikant";"WK067705";"3400";".";"2900";"2600";"3200";"3600";"2650";"3600"
"Kern Heikant";"BU06770521";"3350";".";"2900";"2600";"3200";"3550";"2650";"3550"
"Buitengebied Heikant";"BU06770522";"6100";".";".";".";".";"6100";".";"6100"
"Wijk 06 Nieuw Namen";"WK067706";"3500";".";"3050";"3050";"3450";"3900";"2900";"3650"
"Kern Nieuw Namen";"BU06770623";"3450";".";"3000";"3050";"3400";"3950";"2700";"3650"
"Buitengebied Nieuw Namen";"BU06770624";"3750";".";".";".";".";"3650";"4650";"3600"
"Wijk 07 Kapellebrug";"WK067707";"3400";".";".";".";"3600";"3400";"2300";"3550"
"Kern Kapellebrug";"BU06770725";"3400";".";".";".";"3600";"3400";"2300";"3550"
"Wijk 08 Kloosterzande";"WK067708";"2850";"2350";"2300";"2500";"3000";"3300";"2150";"3150"
"Kern Kloosterzande";"BU06770826";"2750";"2350";"2250";"2500";"3050";"3250";"2150";"3100"
"Walsoorden";"BU06770827";"2800";".";"2150";"2800";"2350";"3050";".";"2800"
"Buitengebied Kloosterzande";"BU06770828";"3450";".";".";".";"2750";"3600";"2850";"3600"
"Wijk 09 Lamswaarde";"WK067709";"3200";".";"2350";"2500";"2950";"3400";"2800";"3300"
"Kern Lamswaarde";"BU06770929";"3100";".";"2350";"2500";"3150";"3350";"2600";"3250"
"Kuitaart";"BU06770930";"3450";".";".";".";"2550";"3600";".";"3500"
"Buitengebied Lamswaarde";"BU06770931";"3250";".";".";".";"2750";"3300";".";"3300"
"Kruispolder";"BU06770932";"3350";".";".";".";"2700";"3650";"3600";"3300"
"Wijk 10 Ter Hole";"WK067710";"3100";".";"2450";"2450";"3200";"3350";"2150";"3350"
"Kern Terhole";"BU06771033";"2900";".";"2500";"2200";"3100";"3200";"2150";"3200"
"Buitengebied Terhole";"BU06771034";"3550";".";".";".";".";"3500";".";"3650"
"Wijk 11 Vogelwaarde";"WK067711";"3150";".";"2500";"2700";"3150";"3400";"2450";"3350"
"Kern Vogelwaarde";"BU06771135";"3100";".";"2500";"2700";"3150";"3450";"2400";"3400"
"Buitengebied Vogelwaarde";"BU06771136";"3200";".";".";".";"2900";"3250";"3600";"3200"
"Wijk 12 Hengstdijk";"WK067712";"3100";".";"2400";"2800";"3000";"3300";"2650";"3250"
"Kern Hengstdijk";"BU06771237";"2800";".";"2400";"2800";"2850";"2950";"2550";"2950"
"Buitengebied Hengstdijk";"BU06771238";"4000";".";".";".";".";"4000";".";"4050"
"Wijk 13 Ossenisse";"WK067713";"3200";".";"2100";".";"2650";"3350";"2450";"3200"
"Kern Ossenisse";"BU06771339";"2800";".";".";".";"2850";"2850";"2600";"2800"
"Buitengebied Ossenisse";"BU06771340";"3500";".";".";".";"2100";"3700";".";"3600"
"Kapelle";"GM0678";"3050";"1900";"2800";"2900";"3100";"3700";"2300";"3300"
"Wijk 00 Kapelle";"WK067800";"3050";"1750";"2850";"2900";"3100";"3750";"2300";"3350"
"Kapelle";"BU06780000";"3000";"1750";"2850";"2900";"3100";"3650";"2250";"3300"
"Verspreide huizen Kapelle";"BU06780009";"4400";".";".";".";"3200";"4650";"4300";"4400"
"Wijk 01 Wemeldinge";"WK067801";"3050";"2450";"2750";"2750";"3100";"3650";"2350";"3300"
"Wemeldinge";"BU06780100";"3050";"2450";"2750";"2750";"3100";"3650";"2350";"3300"
"Verspreide huizen Wemeldinge";"BU06780109";"4350";".";".";".";"3700";"4600";".";"4200"
"Wijk 02 Schore";"WK067802";"3150";".";"2850";"3400";"2750";"3550";"2500";"3350"
"Schore";"BU06780200";"3200";".";"2850";"3400";"2750";"3600";"2350";"3450"
"Verspreide huizen Schore";"BU06780209";"3100";".";".";".";".";"3150";".";"2750"
"Middelburg";"GM0687";"2650";"1900";"2700";"2850";"3200";"3650";"2150";"3000"
"Wijk 00 Middelburg-Centrum";"WK068700";"2400";"2000";"2900";"3000";"3050";"3400";"2000";"2800"
"Binnenstad";"BU06870000";"2400";"2000";"2900";"3000";"3050";"3400";"2000";"2800"
"Wijk 01 Middelburg-Noord";"WK068701";"2600";"1750";"2600";"2700";"3050";"3650";"2000";"2950"
"Griffioen";"BU06870100";"2400";"1450";"2600";"2750";"3000";"3500";"1900";"2750"
"Klarenbeek";"BU06870101";"2650";"1900";"2850";"2900";"3100";"3650";"2100";"3100"
"Nieuw Middelburg";"BU06870102";"2150";"1600";"2250";"2400";"2600";"3100";"1950";"2450"
"Brigdamme";"BU06870103";"2950";"1900";"2850";"2500";"2950";"3300";"2200";"3000"
"Sint Laurens";"BU06870104";"2900";".";"2450";"2600";"2850";"3600";"2200";"3000"
"Ramsburg";"BU06870105";"2550";".";"2500";".";".";".";".";"2700"
"Veersepoort";"BU06870106";"3050";"2100";"3250";"3300";"3450";"3950";"2200";"3250"
"Verspreide huizen in het Noorden";"BU06870107";".";".";".";".";".";".";".";"."
"Verspreide huizen in het Noordwesten";"BU06870108";".";".";".";".";".";".";".";"."
"Verspreide huizen in het Noordoosten";"BU06870109";"3100";".";".";".";".";"2750";".";"2750"
"Wijk 02 Middelburg-Zuidwest";"WK068702";"2350";"1750";"2450";"2500";"2700";"3450";"1950";"2750"
"Stromenwijk/'t Zand";"BU06870200";"2350";"1750";"2450";"2500";"2700";"3350";"1950";"2750"
"Verspreide huizen in het Zuidwesten";"BU06870209";"3250";".";"2800";"2400";"3400";"3950";".";"3200"
"Wijk 03 Middelburg-Zuidoost";"WK068703";"2750";"2000";"2800";"3000";"3500";"3600";"2350";"3100"
"Middelburg-Zuid";"BU06870300";"2750";"1950";"2800";"3000";"3150";"3250";"2250";"2950"
"Dauwendaele";"BU06870301";"2550";"2050";"2750";"2900";"2650";"3700";"2350";"3050"
"Arnestein";"BU06870302";".";".";".";".";".";".";".";"."
"Mortiere";"BU06870309";"3650";".";"3100";"3450";"4000";"4250";"3050";"3700"
"Wijk 04 Nieuw- en Sint Joosland";"WK068704";"2800";"1550";"2550";"2550";"2900";"3450";"2300";"3000"
"Nieuw- en Sint Joosland";"BU06870400";"2800";"1550";"2550";"2600";"2950";"3450";"2250";"3000"
"Verspr.h. Nieuw- en Sint Joosland";"BU06870409";"3000";".";".";".";"1700";"3450";".";"2850"
"Wijk 05 Arnemuiden";"WK068705";"3100";"2150";"2700";"2950";"3750";"3950";"2350";"3400"
"Arnemuiden";"BU06870500";"3100";"2100";"2700";"2950";"3750";"4000";"2350";"3400"
"Kleverskerke";"BU06870501";"2950";".";"2800";".";".";"3200";".";"3000"
"Oranjeplaat";"BU06870502";"3300";"2400";".";".";".";"3800";".";"3400"
"Veerse Meer";"BU06870503";".";".";".";".";".";".";".";"."
"Verspreide huizen Arnemuiden";"BU06870509";"3650";".";".";".";".";"3650";".";"3700"
"Giessenlanden";"GM0689";"3550";"2050";"3050";"3300";"3850";"4500";"2600";"3900"
"Wijk 00 Kern Giessenburg";"WK068900";"3400";"1900";"3200";"3400";"3850";"4200";"2350";"3750"
"Giessenburg en Nieuwkerk";"BU06890000";"3350";"1850";"3250";"3400";"4100";"4100";"2300";"3750"
"Peursum";"BU06890001";"3550";"2450";".";".";"3450";"4100";"2600";"3700"
"Giessen en Oude-Bovenkerk";"BU06890002";"4200";".";".";".";"3450";"4700";"4450";"4100"
"Wijk 01 Giessenburg-West en -Zuid";"WK068901";"4350";"2150";"3350";"3500";"3950";"5100";"3500";"4550"
"Giessen en Oudekerk";"BU06890100";"4250";"2150";"3300";"3500";"4000";"5150";"3450";"4450"
"Neerpolder en Parallelweg";"BU06890101";"4750";".";".";".";"3850";"4850";"3850";"4950"
"Wijk 02 Giessenburg-Oost";"WK068902";"4500";".";".";".";"4600";"4350";"3600";"4550"
"Muisbroek";"BU06890200";"4200";".";".";".";"4150";"4200";"3400";"4300"
"Neder-Slingeland";"BU06890201";"4750";".";".";".";"5050";"4550";".";"4800"
"Wijk 03 Verspreide huizen Giessenburg";"WK068903";"4500";".";".";".";".";"4350";".";"4300"
"Verspr.h. polder Giessen en Nieuwkerk";"BU06890308";"4950";".";".";".";".";"4600";".";"4650"
"Verspr.h. ten noorden van De Giessen";"BU06890309";"4000";".";".";".";".";"4150";".";"3850"
"Wijk 04 Arkel";"WK068904";"3250";"2050";"3000";"3150";"3650";"4500";"2550";"3650"
"Arkel";"BU06890400";"3100";"2050";"3000";"3200";"3550";"4250";"2500";"3500"
"Rietveld";"BU06890401";"5300";".";".";".";"4550";"5700";"4550";"5550"
"Industrieterrein";"BU06890402";"4100";".";".";".";"3850";"4150";"3700";"4200"
"Wijk 05 Hoogblokland";"WK068905";"3700";"1300";"2900";"3250";"3900";"4350";"2300";"4000"
"Hoogblokland";"BU06890500";"3400";"1300";"2900";"3250";"3600";"4000";"2250";"3750"
"Verspreide huizen Bazeldijk (ged.)";"BU06890501";"4600";".";".";".";"4650";"4850";"3450";"4750"
"Minkeloos (ged.) Hoge Giessen (ged.)";"BU06890502";"4950";".";".";".";".";"4950";".";"5000"
"Overige verspreide huizen Hoogblokland";"BU06890509";"4900";".";".";".";".";"5250";".";"5150"
"Wijk 06 Hoornaar";"WK068906";"3450";"2250";"2750";"3100";"3600";"4500";"2400";"3900"
"Hoornaar";"BU06890600";"4150";"3550";"3200";".";"4000";"4450";"3950";"4100"
"Lage Giessen";"BU06890601";"4400";".";".";".";".";"4750";".";"4600"
"Hoge Giessen (gedeeltelijk)";"BU06890602";"3300";"2150";".";".";"2350";"4800";"1950";"3450"
"Hoornaar-Nieuw";"BU06890603";"3100";"1400";"2750";"2950";"3700";"4400";"2150";"3850"
"Wijk 07 Noordeloos";"WK068907";"3600";"2500";"2950";"3350";"4150";"4050";"2700";"3850"
"Noordeloos";"BU06890700";"3500";"2500";"2950";"3300";"4050";"4050";"2650";"3800"
"Overslingeland";"BU06890701";"4400";".";".";".";"5300";"4300";".";"4400"
"Minkeloos (gedeeltelijk)";"BU06890702";"3900";".";".";".";".";"4150";".";"4300"
"Wijk 08 Schelluinen";"WK068908";"3750";"1550";"3050";"3350";"4000";"5050";"2900";"4050"
"Schelluinen";"BU06890800";"3750";"1550";"3050";"3350";"4000";"5050";"2900";"4050"
"Reimerswaal";"GM0703";"3000";"1900";"2700";"2900";"3200";"3800";"2400";"3400"
"Wijk 00 Yerseke";"WK070300";"3000";"1900";"2700";"2850";"3150";"4000";"2300";"3400"
"Yerseke";"BU07030000";"3000";"1900";"2700";"2850";"3150";"3950";"2300";"3400"
"Verspreide huizen Yerseke";"BU07030009";"4700";".";".";".";".";"4900";".";"4800"
"Wijk 01 Kruiningen";"WK070301";"3000";"2000";"2750";"2900";"3150";"3850";"2500";"3400"
"Kruiningen";"BU07030100";"3000";"1900";"2800";"2900";"3150";"3850";"2350";"3400"
"Hansweert";"BU07030101";"2950";"2350";"2750";"2900";"3200";"3600";"2600";"3200"
"Verspreide huizen Kruiningen";"BU07030109";"4150";".";".";".";"3450";"4350";"4500";"4000"
"Wijk 02 Krabbendijke";"WK070302";"2950";"1700";"2650";"2950";"3150";"3550";"2250";"3300"
"Krabbendijke";"BU07030200";"2850";"1700";"2650";"2950";"3150";"3450";"2250";"3300"
"Oostdijk";"BU07030201";"3500";".";"2450";"3300";"3550";"3700";"2650";"3700"
"Verspreide huizen Oostdijk";"BU07030208";"3800";".";".";".";".";"5150";".";"4000"
"Verspreide huizen Krabbendijke";"BU07030209";"3150";".";".";"3050";"2650";"3700";"3350";"3050"
"Wijk 03 Waarde";"WK070303";"3500";"1700";"3000";"3050";"3500";"3900";"2650";"3700"
"Waarde";"BU07030300";"3300";"1700";"3000";"3050";"3450";"3700";"2650";"3550"
"Verspreide huizen Waarde";"BU07030309";"4300";".";".";".";".";"4400";".";"4350"
"Wijk 04 Rilland-Bath";"WK070304";"3000";"1850";"2550";"2850";"3150";"3700";"2400";"3350"
"Rilland";"BU07030400";"2900";"1800";"2600";"2800";"3000";"3700";"2400";"3300"
"Stationsbuurt";"BU07030401";"3300";".";".";"3500";"3250";"3350";".";"3200"
"Bath";"BU07030402";"2750";".";"2050";"2400";"2750";"3300";"2700";"2800"
"Verspr.h. ten W. van Schelde-Rijnkanaal";"BU07030408";"3850";".";".";".";"3800";"3900";"3150";"4050"
"Verspr.h. ten O. van Schelde-Rijnkanaal";"BU07030409";"3650";".";".";".";".";".";".";"3900"
"Zederik";"GM0707";"3350";"2050";"3050";"3100";"3600";"4250";"2600";"3750"
"Wijk 01 Lexmond";"WK070701";"3450";"2100";"2950";"3150";"3650";"4400";"2700";"3950"
"Lexmond Kern";"BU07070100";"3200";"2100";"2950";"3100";"3650";"4300";"2550";"3750"
"Achthoven";"BU07070101";"4200";".";".";".";".";"4250";"4700";"4150"
"Lakerveld";"BU07070102";"4400";".";".";".";"3550";"4700";"3700";"4650"
"Lexmond Polder";"BU07070103";"4200";".";"3800";".";"3650";"4400";"3800";"4250"
"Wijk 02 Ameide";"WK070702";"3100";"1750";"3100";"3050";"3300";"4100";"2500";"3450"
"Ameide Kern";"BU07070200";"3050";"1750";"3100";"3050";"3250";"4000";"2450";"3400"
"Sluis";"BU07070201";"4300";".";".";".";"4400";"4500";"4500";"4250"
"Sluis Polder";"BU07070202";".";".";".";".";".";".";".";"."
"Ameide Polder";"BU07070203";"3750";".";"3200";".";".";"4700";".";"4200"
"Wijk 03 Tienhoven";"WK070703";"3650";"2600";"3650";"3700";"3500";"4000";"3400";"3750"
"Tienhoven Kern";"BU07070300";"2750";"2200";"2850";"3150";"3100";"3450";"2500";"3150"
"Hogewaard";"BU07070301";"3800";".";"3700";"3850";"3500";"3950";"3950";"3750"
"Tienhoven Polder";"BU07070302";"4250";".";".";".";"3800";"4400";".";"4250"
"Wijk 04 Meerkerk";"WK070704";"3450";"2250";"3050";"3150";"3750";"4200";"2600";"3750"
"Meerkerk kern";"BU07070400";"3300";"2000";"3000";"3100";"3650";"4100";"2450";"3700"
"Meerkers Broek";"BU07070401";"4500";".";".";".";"4300";"4700";"3450";"4750"
"Meerkerk Polder";"BU07070402";"3450";"2500";"3350";"3800";"3000";"4150";"3350";"3350"
"Wijk 05 Hei- en Boeicop";"WK070705";"3450";"3600";"3050";"2800";"3500";"4150";"2350";"3750"
"Hei- en Boeicop Kern";"BU07070500";"3300";"3550";"3050";"2800";"3600";"4150";"2300";"3700"
"Hei- en Boeicop Polder";"BU07070501";"3700";".";".";"3050";"3400";"4150";"2550";"3950"
"Wijk 06 Leerbroek";"WK070706";"3500";"1550";"3100";"3250";"3450";"4250";"2700";"3900"
"Leerbroek kern";"BU07070600";"3350";".";"3050";"3250";"3500";"3900";"2950";"3600"
"Middelkoop";"BU07070601";"3950";".";".";".";"3150";"4350";"2250";"4200"
"Weverwijk";"BU07070602";"4600";".";".";".";"4600";"4650";".";"4650"
"Leerbroek Polder";"BU07070603";"2700";"1450";".";".";"3050";"4600";"1850";"3750"
"Wijk 07 Nieuwland";"WK070707";"3550";".";"2450";"2650";"3850";"4250";"2500";"3900"
"Nieuwland Kern";"BU07070700";"3000";".";"2400";"2700";"3650";"3600";"2300";"3400"
"Achterdijk";"BU07070701";"4250";".";".";".";"4200";"4500";"3700";"4400"
"Geer";"BU07070702";"4200";".";".";".";"4750";"3900";".";"4250"
"Nieuwland Polder";"BU07070703";"4850";".";".";".";"3400";"5250";".";"5100"
"Terneuzen";"GM0715";"2850";"2250";"2700";"2750";"3100";"3600";"2350";"3150"
"Wijk 10 Centrum (Terneuzen)";"WK071510";"2350";"2250";"2500";"2500";"2200";"2400";"2150";"2650"
"Centrum";"BU07151000";"2350";"2250";"2500";"2500";"2200";"2400";"2150";"2650"
"Wijk 11 West (Terneuzen)";"WK071511";"4400";".";".";".";"3850";"5000";".";"4000"
"West";"BU07151100";"4400";".";".";".";"3850";"5000";".";"4000"
"Wijk 19 Noord(Terneuzen)";"WK071519";"2600";"2150";"2650";"2750";"3100";"3600";"2200";"2850"
